BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
3690544241.5917916,1.1298783829421057,1845519691.2706966,683406111.6404097,128423098.80424385,4840706125.040594,0.7550801485942464,0.2736509278848005,0.5538773316171652,0.1699311642432897,173.95001387862777,3641.613560536664,32457058823.221592,5070021244.321602,2058666007.2561975,0.21247448146598094,39.94620551581974
21563845331.7339,1.1396119343780364,2472912846.90557,940764248.7720904,164131601.6513202,22283581066.074284,0.7362562148203183,0.2759970999774999,0.5405274376366687,0.18267644808533842,771.4564898475821,5480.812371363655,107689957836.2964,33318607541.652412,11546414080.126698,0.20190244724849077,47.74320616012068
3793264276.6478662,1.1391170737824305,5281097993.339475,1434139018.2050557,520837880.4490664,915393012.5587654,0.8305050213084537,0.28854683215161414,0.6228445599511248,0.16382488686293895,62.29997044939826,13654.519034787652,54510875768.444824,10819750824.787783,3572738180.377769,0.22082159861074285,48.210396977825084
23420723672.068005,1.1388458218458224,124510510477.14035,60270653416.75034,4415542356.850028,6820005344.032816,0.833578542633302,0.33782021765697595,0.6231275810143355,0.1645516472025738,141.84618142197343,79437.30920878254,212927861652.71176,234034617315.47144,17743415148.884094,0.2424052711148872,48.27234430982092
6833692467.725047,1.1396746451531694,1195364995.731559,584296711.7974292,41219290.33332619,3289993537.392073,0.7128192199647003,0.27110932679799804,0.5197873925227119,0.1682271279177972,162.20933871950368,2233.177720765061,44612523829.55171,8438372546.416834,4637518028.851147,0.200421496091801,48.21289282617651
12933398583.072903,1.1405231181404534,24554443380.17371,9335562222.27008,1628819441.8439312,2311360276.765976,0.8407779671667504,0.3274152344916479,0.6316912945638837,0.1649546980143278,102.10125632418338,46230.430624387984,117464434292.97928,41871391554.800385,8451839111.230128,0.2220653313517691,48.310592796096124
453183300.23444206,1.1059835318811873,1589949657.44132,568105054.7393684,116681578.49073322,1332527393.8601232,0.7318463165552247,0.2691731040550221,0.540611609970156,0.1634043637838483,56.59568258660424,3118.001291602399,51150296223.96028,9851796620.093645,1435186558.1261477,0.21909011800415956,48.04228032514846
